city, county, latitude, longitude
Graymont, Livingston, 405240N, 0884637W
Stubblefield, Bond, 385054N, 0892759W
Grays Corner, Lawrence, 383836N, 0874319W
Sublette, Lee, 413835N, 0891340W
Grayslake, Lake, 422040N, 0880230W
Sudduth, Sangamon, 394218N, 0894857W
Grayville, Edwards, 381527N, 0875937W
Sugar Grove, Kane, 414541N, 0882637W
Grayville, White, 381527N, 0875937W
Sugar Grove, Mercer, 411406N, 0904354W
Greathouse Ford, Wayne, 382728N, 0883749W
Sugar Island, Kankakee, 410023N, 0874925W
Green Acres, Sangamon, 395336N, 0894024W
Sugarloaf Heights, St Clair, 382946N, 0901245W
Green Brier, Crawford, 385431N, 0875426W
Sullivan, Moultrie, 393558N, 0883628W
Green Creek, Effingham, 391210N, 0883124W
Sulphur Springs, La Salle, 412509N, 0884627W
Green River, Henry, 412832N, 0901909W
Summer Hill, Pike, 393247N, 0905509W
Green Rock, Henry, 412823N, 0902127W
Summerfield, St Clair, 383550N, 0894506W
Green Valley, Tazewell, 402427N, 0893834W
Summersville, Jefferson, 381940N, 0885201W
Greenbush, Warren, 404243N, 0903207W
Summerville, Macoupin, 391120N, 0900725W
Greendale, Clay, 383747N, 0884152W
Summit, Cook, 414717N, 0874837W
Greendale, Marion, 383747N, 0884152W
Summit, St Clair, 383304N, 0900017W
Greenfield, Greene, 392037N, 0901245W
Summum, Fulton, 401604N, 0901642W
Greenoak, Bureau, 412849N, 0892430W
Sumner, Lawrence, 384301N, 0875141W
Greenpond, Pike, 392943N, 0903834W
Sunbeam, Mercer, 410738N, 0904406W
Greenridge, Macoupin, 392510N, 0894740W
Sunbury, Livingston, 410603N, 0883139W
Greenup, Cumberland, 391452N, 0880948W
Sunfield, Perry, 380352N, 0891424W
Greenview, Menard, 400459N, 0894417W
Sunny Crest, Cook, 413209N, 0874138W
Greenville, Bond, 385332N, 0892447W
Sunny Hill, Henry, 412356N, 0902457W
Greenwich, Kankakee, 410706N, 0875537W
Sunny Hill, Pike, 393723N, 0904615W
Greenwood, McHenry, 422333N, 0882321W
Sunnyland, Tazewell, 404129N, 0893029W
Greer, Iroquois, 403159N, 0873541W
Sunnyside, McHenry, 422322N, 0881334W
Gretna, Du Page, 415353N, 0880605W
Sunnyside, Stephenson, 422124N, 0895449W
Gridley, Mclean, 404436N, 0885253W
Sunnyside, Williamson, 374813N, 0890315W
Griffin, Mercer, 411425N, 0902922W
Sunset Landing, Calhoun, 385645N, 0903949W
Grigg, Randolph, 381126N, 0895428W
Surrey, Warren, 405442N, 0902805W
Griggsville, Pike, 394232N, 0904328W
Sutter, Hancock, 401645N, 0912036W
Grimsby, Jackson, 374501N, 0892657W
Sutter, Tazewell, 402348N, 0892210W
Grinnell, Massac, 371645N, 0885220W
Sutton, Kane, 420545N, 0881139W
Griswold, Livingston, 405447N, 0882114W
Swan Creek, Warren, 404004N, 0903917W
Groat, Franklin, 375804N, 0885216W
Swansea, St Clair, 383202N, 0895920W
Gross, Hardin, 373159N, 0881726W
Swanwick, Perry, 381011N, 0893210W
Gross Point, Cook, 420444N, 0874321W
Swedona, Mercer, 411645N, 0902641W
Grove City, Christian, 394224N, 0891749W
Sweet Water, Menard, 400314N, 0894138W
Groveland, Tazewell, 403533N, 0893204W
Swift, Du Page, 415513N, 0880232W
Guilford, Jo Daviess, 422503N, 0901801W
Swygert, Livingston, 405442N, 0883146W
Gulfport, Henderson, 404850N, 0910510W
Sycamore, De Kalb, 415920N, 0884112W
Gurnee, Lake, 422213N, 0875407W
Sylvan, Cass, 395906N, 0900416W
Gurney, Cass, 395357N, 0900300W
Sylvan Lake, Lake, 421438N, 0880310W
Guthrie, Ford, 403030N, 0881930W
Symerton, Will, 411943N, 0880309W
Hadley, Lawrence, 384310N, 0875431W
Table Grove, Fulton, 402151N, 0902530W
Hadley, Pike, 394220N, 0905821W
Tabor, De Witt, 401050N, 0890805W
Hadley, Richland, 384310N, 0875431W
Talbott, Tazewell, 403037N, 0894704W
Hadley Landing Public Ac, Calhoun, 390246N, 0903524W
Tallmadge, Kankakee, 410641N, 0873730W
Haegers Bend, McHenry, 421120N, 0881538W
Tallula, Menard, 395640N, 0895614W
Hagaman, Macoupin, 391837N, 0900441W
Tamalco, Bond, 384615N, 0891729W
Hagarstown, Fayette, 385636N, 0891006W
Tamarack, Will, 413903N, 0881510W
Hagener, Cass, 395533N, 0902350W
Tamaroa, Perry, 380816N, 0891348W
Hahnaman, Whiteside, 413754N, 0893806W
Tamms, Alexander, 371406N, 0891612W
Haines, Logan, 401451N, 0893530W
Tampico, Whiteside, 413749N, 0894710W
Hainesville, Lake, 422042N, 0880404W
Tankville, Alexander, 370737N, 0892301W
Haldane, Ogle, 420345N, 0893426W
Tansill, Pope, 371822N, 0883216W
Half Day, Lake, 421204N, 0875600W
Tatumville, Alexander, 371528N, 0891646W
Hallidayboro, Jackson, 375320N, 0891413W
Taylor, Pike, 393601N, 0905748W
Hallock, Iroquois, 403341N, 0873546W
Taylor Ridge, Rock Island, 412312N, 0904005W
Halls Ford, Coles, 392614N, 0880925W
Taylor Springs, Montgomery, 390751N, 0892931W
Hallsville, De Witt, 400903N, 0890534W
Taylorville, Christian, 393256N, 0891740W
Halsey, Union, 373402N, 0892710W
Tazewell, Tazewell, 402904N, 0891957W
Hamburg, Bond, 385158N, 0891629W
Teheran, Mason, 401328N, 0894756W
Hamburg, Calhoun, 391348N, 0904303W
Temple Hill, Pope, 371826N, 0883749W
Hamburg Landing, Union, 372423N, 0892444W
Tennessee, Mcdonough, 402443N, 0905021W
Hamel, Madison, 385320N, 0895043W
Terra Cotta, McHenry, 421654N, 0881802W
Hamilton, Hancock, 402347N, 0912020W
Terre Haute, Henderson, 403959N, 0905852W
Hamilton Corners, Whiteside, 414227N, 0895758W
Teutopolis, Effingham, 390759N, 0882819W
Hamlet, Mercer, 411850N, 0904406W
Texas City, Saline, 375242N, 0882336W
Hamletsburg, Pope, 370819N, 0882554W
Texico, Jefferson, 382622N, 0885349W
Hammond, Piatt, 394749N, 0883530W
Thackeray, Hamilton, 380712N, 0882711W
Hampshire, Kane, 420552N, 0883149W
Thawville, Iroquois, 404033N, 0880658W
Hampton, Rock Island, 413321N, 0902433W
Thayer, Sangamon, 393217N, 0894547W
Hanaford, Franklin, 375721N, 0885025W
The Burg, Lee, 414223N, 0890555W
Hanley Ford, Coles, 392345N, 0880952W
The Crossroads, Calhoun, 385403N, 0903345W
Hanna City, Peoria, 404130N, 0894742W
Thebes, Alexander, 371315N, 0892739W
Hanover, Jo Daviess, 421523N, 0901646W
Third Lake, Lake, 422226N, 0880039W
Hanover Park, Du Page, 415958N, 0880842W
Thomas, Bureau, 413042N, 0894910W
Hanson, Fayette, 391302N, 0890639W
Thomasboro, Champaign, 401430N, 0881103W
Hanson, Shelby, 391302N, 0890639W
Thomasboro, Mclean, 401430N, 0881103W
Harco, Williamson, 374745N, 0883900W
Thomasville, Montgomery, 392923N, 0893916W
Hardin, Calhoun, 390924N, 0903704W
Thompsonville, Franklin, 375503N, 0884544W
Harding, La Salle, 413054N, 0885058W
Thomson, Carroll, 415732N, 0900557W
Hardinville, Crawford, 385458N, 0875013W
Thornton, Cook, 413405N, 0873629W
Harlem, Winnebago, 422025N, 0890104W
Thornton Junction, Cook, 413521N, 0873625W
Harmon, Lee, 414322N, 0893314W
Thurber, Hamilton, 380457N, 0882539W
Harmony, Jefferson, 382426N, 0884734W
Tice, Menard, 395907N, 0894741W
Harmony, McHenry, 420940N, 0883135W
Ticona, La Salle, 411327N, 0890309W
Harper, Ogle, 420829N, 0893850W
Tilden, Randolph, 381243N, 0894057W
Harpster, Ford, 402420N, 0882655W
Tillman, St Clair, 383211N, 0900908W
Harris, Edgar, 394035N, 0874219W
Tilton, Vermilion, 400543N, 0873851W
Harris, Piatt, 401357N, 0883533W
Time, Pike, 393341N, 0904327W
Harrisburg, Saline, 374418N, 0883226W
Timothy, Cumberland, 391811N, 0880746W
Harrison, Jackson, 374748N, 0892013W
Tinley Park, Cook, 413424N, 0874704W
Harrison, Winnebago, 422538N, 0891129W
Tioga, Hancock, 401240N, 0912049W
Harrisonville, Grundy, 411714N, 0881817W
Tipton, Champaign, 400411N, 0880206W
Harrisonville, Monroe, 381639N, 0902100W
Tipton, Monroe, 381409N, 0900604W
Harrisonville Landing, Monroe, 381644N, 0902153W
Tiskilwa, Bureau, 411732N, 0893022W
Harristown, Macon, 395114N, 0890502W
Tison, Saline, 375323N, 0883052W
Harrisville, Winnebago, 420925N, 0890157W
Titus, Greene, 391136N, 0903443W
Hartford, Madison, 385000N, 0900545W
Todds Mill, Perry, 381209N, 0892157W
Hartford, Williamson, 374817N, 0883956W
Todds Point, Shelby, 393437N, 0884557W
Hartland, McHenry, 422149N, 0883026W
Toledo, Cumberland, 391625N, 0881437W
Hartsburg, Logan, 401503N, 0892627W
Tolono, Champaign, 395910N, 0881532W
Hartshorn, Vermilion, 400747N, 0874219W
Toluca, Marshall, 410008N, 0890800W
Hartsville, Pope, 373209N, 0882858W
Toluca, Marshall, 405954N, 0890804W
Harvard, McHenry, 422520N, 0883649W
Tomlinson, Mclean, 401908N, 0881359W
Harvard Hills, Tazewell, 404343N, 0892853W
Toms Prairie, Wayne, 382428N, 0881531W
Harvel, Montgomery, 392122N, 0893156W
Tonica, La Salle, 411257N, 0890400W
Harvey, Cook, 413636N, 0873848W
Tonti, Marion, 383953N, 0885842W
Harwood Heights, Cook, 415802N, 0874827W
Topeka, Mason, 401949N, 0895552W
Hastings, Cook, 414052N, 0875818W
Torino, Will, 411221N, 0881405W
Hastings, Vermilion, 395433N, 0875329W
Toronto, Sangamon, 394250N, 0893747W
Hastings Landing, Calhoun, 385756N, 0904015W
Toulon, Stark, 410537N, 0895153W
Havana, Mason, 401800N, 0900339W
Tovey Humphrey Station, Christian, 393523N, 0892718W
Hawthorn Woods, Lake, 421301N, 0880258W
Towanda, Mclean, 403350N, 0885356W
Hayes, Douglas, 395145N, 0881652W
Tower Hill, Shelby, 392316N, 0885738W
Haynes, Sangamon, 395058N, 0891747W
Tower Lake, Lake, 421355N, 0880907W
Haypress, Greene, 392141N, 0903205W
Towne Oaks, Tazewell, 403500N, 0893253W
Hazel Crest, Cook, 413418N, 0874140W
Trailpark Gardens, Tazewell, 404402N, 0893106W
Hazel Dell, Cumberland, 391208N, 0880228W
Tremont, Tazewell, 403139N, 0892933W
Hazelgreen, Cook, 414100N, 0874424W
Trenton, Clinton, 383620N, 0894055W
Hazelhurst, Carroll, 415748N, 0894110W
Trilla, Coles, 392230N, 0882101W
Hazelhurst, Ogle, 415748N, 0894110W
Trimble, Crawford, 390348N, 0874104W
Heapsville, Henderson, 404535N, 0910418W
Triumph, La Salle, 412958N, 0890119W
Heathsville, Crawford, 385348N, 0873404W
Trivoli, Peoria, 404126N, 0895331W
Heaton, Vermilion, 402439N, 0873522W
Troster, Mclean, 401906N, 0882847W
Hebron, McHenry, 422818N, 0882556W
Trowbridge, Shelby, 391837N, 0883104W
Hecker, Monroe, 381818N, 0895939W
Troxel, Kane, 415003N, 0883547W
Hegeler, Bureau, 412221N, 0891056W
Troy, Madison, 384345N, 0895259W
Hegeler, Vermilion, 400432N, 0873806W
Troy Crossing, Madison, 384220N, 0895725W
Hegewisch, Cook, 413913N, 0873249W
Troy Grove, La Salle, 412804N, 0890459W
Helena, Lawrence, 383651N, 0875150W
Troy Junction, Madison, 384404N, 0895541W
Helm, Marion, 383040N, 0884231W
Truro, Knox, 405727N, 0900232W
Helmar, Kendall, 413242N, 0882902W
Tuckers Corners, Hamilton, 375927N, 0883544W
Heman, Macon, 395649N, 0890620W
Tunbridge, De Witt, 400649N, 0890255W
Henderson, Knox, 410130N, 0902122W
Tunnel Hill, Johnson, 373125N, 0885019W
Henderson, Macoupin, 390921N, 0894743W
Turner Camp, McHenry, 421121N, 0881502W
Henderson Grove, Knox, 410111N, 0902441W
Turner Landing, Calhoun, 390413N, 0904143W
Hendrix, Mclean, 402510N, 0885840W
Turpin, Macon, 394719N, 0885509W
Henkel, Lee, 413601N, 0891025W
Tuscarora, Peoria, 403619N, 0894002W
Hennepin, Putnam, 411515N, 0892032W
Tuscola, Douglas, 394757N, 0881659W
Henning, Vermilion, 401818N, 0874203W
Twelvemile Corner, Lee, 414534N, 0890500W
Henry, Marshall, 410641N, 0892123W
Twin Grove, Mclean, 402936N, 0890447W
Henton, Shelby, 392749N, 0885416W
Udina, Kane, 420236N, 0882234W
Herald, White, 375759N, 0881053W
Ulah, Henry, 411609N, 0900846W
Herbert, Boone, 420917N, 0884634W
Ullin, Pulaski, 371637N, 0891100W
Hermon, Knox, 404525N, 0901911W
Ullrich, Moultrie, 394427N, 0884053W
Herod, Pope, 373449N, 0882610W
Union, Logan, 401715N, 0892201W
Herrick, Shelby, 391313N, 0885904W
Union, McHenry, 421359N, 0883232W
Herrin, Williamson, 374811N, 0890139W
Union, Mason, 402327N, 0894834W
Herrin Junction, Williamson, 374927N, 0890040W
Union, Will, 412949N, 0880124W
Herscher, Kankakee, 410257N, 0880552W
Union Center, Cumberland, 391958N, 0880453W
Hersman, Brown, 395700N, 0904428W
Union Grove, Whiteside, 415003N, 0900135W
Hervey City, Macon, 394520N, 0885103W
Union Hill, Kankakee, 410627N, 0880848W
Hettick, Macoupin, 392118N, 0900213W
Union Hill, St Clair, 383517N, 0900021W
Hewittsville, Christian, 393214N, 0891850W
Union Town, Marion, 383108N, 0884501W
Heyworth, Mclean, 401848N, 0885825W
Uniontown, Knox, 404451N, 0900555W
Hickman, Iroquois, 403403N, 0874552W
Unionville, Massac, 370720N, 0883248W
Hickory Corners, Franklin, 375940N, 0890008W
Unionville, Vermilion, 400130N, 0873817W
Hickory Corners, Lake, 422758N, 0880101W
Unionville, Whiteside, 414909N, 0895857W
Hickory Grove, Adams, 395611N, 0911839W
Unity, Alexander, 370859N, 0891622W
Hickory Grove, Carroll, 420335N, 0900403W
University, Hamilton, 375611N, 0883634W
Hickory Hills, Cook, 414332N, 0874930W
Urbain, Franklin, 375828N, 0890226W
Hicks, Hardin, 373235N, 0882232W
Urbana, Champaign, 400638N, 0881226W
Hidalgo, Jasper, 390921N, 0880849W
Urbandale, Alexander, 370310N, 0891109W
Higginsville, Vermilion, 401431N, 0874526W
Ursa, Adams, 400429N, 0912202W
Highland, Madison, 384422N, 0894016W
Ustick, Whiteside, 415302N, 0895931W
Highland Hills, Du Page, 415057N, 0880016W
Utah, Warren, 405903N, 0902916W
Highland Park, Lake, 421054N, 0874801W
Utica, La Salle, 412026N, 0890036W
Highmoor, Lake, 421159N, 0875032W
Utopia, Du Page, 415104N, 0875822W
Highway Village, Tazewell, 403957N, 0893245W
Valier, Franklin, 380055N, 0890233W
Highwood, Lake, 421159N, 0874833W
Valier Patch, Franklin, 380136N, 0890212W
Hildreth, Edgar, 395156N, 0875008W
Valley City, Pike, 394225N, 0903909W
Hill, Effingham, 385549N, 0883116W
Valley Mission, Union, 372129N, 0892021W
Hillcrest, Ogle, 415704N, 0890352W
Valley View, Du Page, 414949N, 0880404W
Hillerman, Massac, 371412N, 0885323W
Valley View, Kane, 415758N, 0881756W
Hillery, Vermilion, 400752N, 0874140W
Valmeyer, Monroe, 381740N, 0901857W
Hillsboro, Montgomery, 390940N, 0892937W
Van Burensburg, Montgomery, 390210N, 0891646W
Hillsdale, Rock Island, 413649N, 0901022W
Van Orin, Bureau, 413300N, 0892112W
Hillside, Cook, 415240N, 0875410W
Van Petten, Lee, 414215N, 0893719W
Hilltop, Menard, 400133N, 0895231W
Van Wood, Sangamon, 395741N, 0893555W
Hilltop, St Clair, 383532N, 0900304W
Vandalia, Fayette, 385738N, 0890537W
Hillview, Greene, 392702N, 0903228W
Vanderville, Christian, 392531N, 0891751W
Himrod, Vermilion, 400203N, 0873602W
Varna, Marshall, 410211N, 0891334W
Hinckley, De Kalb, 414608N, 0883827W
Velma, Christian, 393053N, 0891357W
Hindsboro, Douglas, 394106N, 0880801W
Venedy, Washington, 382342N, 0893845W
Hines, Cook, 415113N, 0875022W
Venetian Village, Lake, 422355N, 0880309W
Hinsdale, Du Page, 414803N, 0875613W
Venice, Madison, 384020N, 0901011W
Hitt, Carroll, 415941N, 0894408W
Vera, Fayette, 390203N, 0890647W
Hitt, La Salle, 411900N, 0885122W
Vergennes, Jackson, 375408N, 0892008W
Hodgeville, Pope, 372044N, 0883337W
Vermilion, Edgar, 393452N, 0873520W
Hodgkins, Cook, 414608N, 0875128W
Vermilion Grove, Vermilion, 395530N, 0873918W
Hoffman, Clinton, 383229N, 0891549W
Vermilion Heights, Vermilion, 400725N, 0873912W
Hoffman Estates, Cook, 420234N, 0880447W
Vermilionville, La Salle, 411534N, 0885944W
Hogue Town, Clark, 391125N, 0875541W
Vermont, Fulton, 401739N, 0902540W
Hogville Landing, Calhoun, 390458N, 0904049W
Vernal, Vermilion, 401549N, 0874158W
Holcomb, Ogle, 420353N, 0890544W
Vernon, Marion, 384808N, 0890513W
Holcombville Corners, McHenry, 421730N, 0881912W
Vernon Hills, Lake, 421310N, 0875846W
Holder, Mclean, 402704N, 0884815W
Verona, Grundy, 411304N, 0883005W
Holiday Hills, McHenry, 421724N, 0881329W
Versailles, Brown, 395306N, 0903921W
Holiday Shores, Madison, 385519N, 0895626W
Vevay Park, Cumberland, 391645N, 0880313W
Holland, Effingham, 391257N, 0884456W
Victoria, Knox, 410201N, 0900554W
Holland, Shelby, 391257N, 0884456W
Vienna, Johnson, 372455N, 0885352W
Holliday, Fayette, 391259N, 0884929W
Villa Park, Du Page, 415323N, 0875920W
Holliday, Shelby, 391259N, 0884929W
Villa Ridge, Pulaski, 370931N, 0891141W
Hollis, Peoria, 403548N, 0894012W
Villagrove, Douglas, 395146N, 0880944W
Hollowayville, Bureau, 412154N, 0891749W
Villas, Crawford, 385358N, 0874513W
Hollywood Heights, St Clair, 383757N, 0895947W
Viola, Mercer, 411211N, 0903513W
Holmes, Tazewell, 402301N, 0893507W
Virden, Macoupin, 393003N, 0894604W
Holmes Corner, Pope, 371931N, 0883801W
Virgil, Kane, 415721N, 0883214W
Holmes Landing, Schuyler, 401037N, 0901210W
Virginia, Cass, 395704N, 0901244W
Homberg, Pope, 371931N, 0883307W
Volo, Lake, 421934N, 0881004W
Homer, Champaign, 400205N, 0875729W
Voorhies, Piatt, 395201N, 0883448W
Hometown, Cook, 414404N, 0874353W
Vulcan, St Clair, 383144N, 0901432W
Homewood, Cook, 413326N, 0873956W
Wacker, Carroll, 420329N, 0900246W
Honey Bend, Montgomery, 391519N, 0893722W
Waddams Grove, Stephenson, 422503N, 0895303W
Honey Creek, Ogle, 415925N, 0891647W
Wadsworth, Lake, 422543N, 0875526W
Hoodville, Hamilton, 380257N, 0883138W
Waggoner, Montgomery, 392239N, 0893911W
Hookdale, Bond, 384935N, 0891841W
Wakefield, Richland, 385024N, 0881438W
Hooper, Iroquois, 405609N, 0873624W
Walker, Macon, 394035N, 0890024W
Hoopeston, Vermilion, 402802N, 0874006W
Walker, Will, 413704N, 0881223W
Hooppole, Henry, 413120N, 0895435W
Walker Ford, Coles, 392520N, 0881035W
Hope, Vermilion, 401220N, 0875415W
Walkerville, Greene, 392313N, 0902943W
Hopedale, Tazewell, 402515N, 0892452W
Walla Walla, Cumberland, 391203N, 0881132W
Hopkins Park, Kankakee, 410348N, 0873730W
Walnut, Bureau, 413324N, 0893536W
Hopper, Henderson, 404708N, 0905926W
Walnut, Tazewell, 402902N, 0892217W
Horace, Edgar, 394313N, 0874224W
Walnut Grove, Mcdonough, 403658N, 0903333W
Horatio Gardens, Lake, 420952N, 0875632W
Walnut Hill, Marion, 382838N, 0890236W
Hord, Clay, 385304N, 0883116W
Walnut Prairie, Clark, 391424N, 0873958W
Hornsby, Macoupin, 391014N, 0894442W
Walpole, Hamilton, 375612N, 0883317W
Horseshoe, Saline, 374156N, 0882244W
Walsh, Randolph, 380522N, 0895103W
Houston, Randolph, 380933N, 0894652W
Walshville, Montgomery, 390415N, 0893708W
Howardton, Jackson, 373745N, 0892752W
Waltersburg, Pope, 372244N, 0883351W
Hoyleton, Washington, 382630N, 0891627W
Waltham, La Salle, 412600N, 0890037W
Hubbard, Wayne, 381943N, 0882136W
Walton, Lee, 414254N, 0892618W
Hubbard Woods, Cook, 420656N, 0874434W
Waltonville, Jefferson, 381232N, 0890220W
Hubbard Woods, Marion, 383052N, 0890123W
Walz, Vermilion, 400812N, 0873401W
Hubly, Menard, 400808N, 0893932W
Wamac, Clinton, 383032N, 0890826W
Hudgens, Williamson, 373918N, 0885627W
Wamac, Marion, 383032N, 0890826W
Hudson, Mclean, 403621N, 0885914W
Wanda, Madison, 385004N, 0900219W
Huegely, Washington, 382420N, 0891906W
Wanlock, Mercer, 411309N, 0903731W
Huey, Clinton, 383616N, 0891728W
Wapella, De Witt, 401313N, 0885743W
Huffaker, Sangamon, 394029N, 0895723W
Ward, Jackson, 375100N, 0891407W
Hughes, Edgar, 394628N, 0875328W
Ware, Union, 372652N, 0892338W
Hugo, Douglas, 394514N, 0880856W
Warner, Henry, 412437N, 0902233W
Hull, Pike, 394225N, 0911224W
Warnock, Monroe, 382344N, 0901609W
Humboldt, Coles, 393615N, 0881908W
Warren, Jo Daviess, 422947N, 0895922W
Hume, Edgar, 394748N, 0875207W
Warrenhurst, Du Page, 414922N, 0881251W
Humm Wye, Hardin, 372738N, 0882422W
Warrensburg, Macon, 395558N, 0890343W
Humrick, Vermilion, 395456N, 0873256W
Warrenville, Du Page, 414904N, 0881024W
Hunt City Hunt PO, Jasper, 390304N, 0880124W
Warsaw, Hancock, 402133N, 0912604W
Hunter, Boone, 422544N, 0885215W
Wartburg, Monroe, 381726N, 0901144W
Huntley, McHenry, 421005N, 0882541W
Wartrace, Johnson, 372357N, 0884643W
Huntsville, Schuyler, 401128N, 0905152W
Wasco, Kane, 415617N, 0882416W
Hurricane, Greene, 391730N, 0902924W
Washburn, Woodford, 405509N, 0891728W
Hurst, Williamson, 374959N, 0890834W
Washington, Tazewell, 404213N, 0892426W
Hustle, Vermilion, 402800N, 0874955W
Washington Park, St Clair, 383806N, 0900534W
Hutchins Park, Winnebago, 422246N, 0890357W
Wasson, Saline, 374717N, 0882905W
Hutsonville, Crawford, 390634N, 0873923W
Wataga, Knox, 410131N, 0901647W
Hutton, Coles, 392445N, 0880504W
Water Valley, Union, 373331N, 0891031W
Idlewild, Lake, 422111N, 0875934W
Waterloo, Monroe, 382009N, 0900859W
Idlewood, Jefferson, 382249N, 0885522W
Waterman, De Kalb, 414618N, 0884625W
Idylside, Will, 413108N, 0880719W
Watertown, Ogle, 415907N, 0891740W
Illiana, Vermilion, 401147N, 0873155W
Watkins, De Witt, 401651N, 0884038W
Illiana Heights, Kankakee, 411008N, 0873235W
Watkins, Mclean, 401651N, 0884038W
Illinois City, Rock Island, 412351N, 0905358W
Watkins Ford, Pope, 373209N, 0883752W
Illiopolis, Sangamon, 395113N, 0891431W
Watseka, Iroquois, 404634N, 0874411W
Imbs, St Clair, 383125N, 0900807W
Watson, Effingham, 390131N, 0883411W
Ina, Jefferson, 380904N, 0885414W
Wauconda, Lake, 421532N, 0880821W
Independence, Pike, 393153N, 0904729W
Waukegan, Lake, 422149N, 0875041W
Indian Creek, Lake, 421337N, 0875847W
Wauponsee, Grundy, 411628N, 0882940W
Indian Head Park, Cook, 414613N, 0875408W
Waverly, Morgan, 393530N, 0895710W
Indian Hill, Cook, 413006N, 0873852W
Wayland, Schuyler, 401216N, 0904225W
Indian Oaks, Kankakee, 411130N, 0875105W
Wayne, Du Page, 415703N, 0881432W
Indianola, Vermilion, 395538N, 0874424W
Wayne, Kane, 415703N, 0881432W
Industry, Mcdonough, 401940N, 0903625W
Wayne Center, Du Page, 415634N, 0881025W
Ingalls Park, Will, 413121N, 0880234W
Wayne City, Wayne, 382043N, 0883516W
Ingalton, Du Page, 415422N, 0881213W
Waynesville, De Witt, 401420N, 0890723W
Ingleside, Lake, 422252N, 0880823W
Weaver, Clark, 392505N, 0873558W
Ingleside Shore, Lake, 422406N, 0880839W
Webster, Hancock, 402759N, 0910002W
Ingraham, Clay, 385010N, 0882002W
Webster, Iroquois, 404625N, 0873614W
Inman, Gallatin, 375016N, 0881023W
Wedges Corner, Lake, 422310N, 0880015W
Inverness, Cook, 420705N, 0880546W
Wedron, La Salle, 412610N, 0884624W
Iola, Clay, 385004N, 0883741W
Weedman, De Witt, 401653N, 0883611W
Iowa Junc, Peoria, 403928N, 0893817W
Weedman, Mclean, 401653N, 0883611W
Iowa Junction, Henderson, 404114N, 0910336W
Welco Corners, Will, 414150N, 0880229W
Ipava, Fulton, 402105N, 0901928W
Weldon, De Witt, 400716N, 0884443W
Irene, Boone, 421013N, 0885401W
Welge, Randolph, 375723N, 0894245W
Iron, White, 375826N, 0881429W
Welland, La Salle, 413736N, 0890415W
Iroquois, Iroquois, 404939N, 0873455W
Welland, Lee, 413736N, 0890415W
Irving, Montgomery, 391221N, 0892416W
Wellington, Iroquois, 403221N, 0874048W
Irvington, Washington, 382621N, 0890946W
Wempletown, Winnebago, 422036N, 0891215W
Irwin, Kankakee, 410308N, 0875902W
Wendel, Bureau, 413159N, 0891236W
Irwins Park, Sangamon, 393734N, 0894334W
Wendelin, Clay, 385000N, 0881622W
Isabel, Edgar, 393919N, 0875700W
Wenona, Marshall, 410309N, 0890301W
Island Grove, Sangamon, 394327N, 0895739W
Wenonah, Montgomery, 391937N, 0891720W
Island Lake, Lake, 421634N, 0881131W
Wertenberg, Clinton, 382646N, 0893953W
Itasca, Du Page, 415830N, 0880026W
Wesley, Tazewell, 403911N, 0893615W
Iuka, Marion, 383658N, 0884725W
West Brooklyn, Lee, 414134N, 0890849W
Ivanhoe, Lake, 421644N, 0880231W
West Chicago, Du Page, 415305N, 0881214W
Ivesdale, Champaign, 395636N, 0882719W
West City, Franklin, 380011N, 0885618W
Ivy, Monroe, 380905N, 0901403W
West City, Franklin, 375938N, 0885606W
Jacksonville, Morgan, 394402N, 0901344W
West Dundee, Kane, 420553N, 0881658W
Jacob, Jackson, 374442N, 0893213W
West DuPage Park, Du Page, 415222N, 0881057W
Jalapa, Greene, 391314N, 0901927W
West End, Franklin, 375324N, 0884220W
Jamaica, Vermilion, 395928N, 0874824W
West End, Saline, 375324N, 0884220W
Jamesburg, Vermilion, 401544N, 0874456W
West Frankfort, Franklin, 375352N, 0885553W
Jamestown, Clinton, 384402N, 0893052W
West Hallock, Peoria, 405515N, 0893821W
Jamestown, Perry, 380259N, 0893145W
West Jersey, Stark, 410108N, 0895537W
Janesville, Coles, 392227N, 0881437W
West Junction, Stephenson, 421853N, 0893932W
Janesville, Cumberland, 392227N, 0881437W
West Kankakee, Kankakee, 410707N, 0875317W
Jaques, Brown, 395302N, 0904435W
West Lake Forest, Lake, 421319N, 0875223W
Jeisyville, Christian, 393438N, 0892418W
West Liberty, Jasper, 385112N, 0880504W
Jenkins, De Witt, 400910N, 0890201W
West Newell, Vermilion, 401212N, 0873655W
Jenkins, Williamson, 375115N, 0885539W
West Peoria, Peoria, 404133N, 0893740W
Jerome, Sangamon, 394603N, 0894050W
West Point, Hancock, 401518N, 0911057W
Jerseyville, Jersey, 390712N, 0901942W
West Point Landing, Fulton, 401249N, 0901013W
Jewell Road, Du Page, 415236N, 0880809W
West Pullman, Cook, 414046N, 0873831W
Jewett, Cumberland, 391228N, 0881445W
West Ridge, Douglas, 394933N, 0881301W
Jimtown, Fayette, 385916N, 0891245W
West Rural Hill, Hamilton, 375756N, 0884118W
Joetta, Hancock, 402601N, 0905553W
West Salem, Edwards, 383115N, 0880017W
Johannisburg, Washington, 382304N, 0893911W
West Union, Clark, 391257N, 0873958W
Johnsburg, McHenry, 422248N, 0881431W
